,cycle,cpd01080,cpd00264,cpd00161,cpd00149,cpd00011,cpd00063,cpd00205,cpd00035,cpd00276,cpd00041,cpd00064,cpd00069,cpd00132,cpd00239,cpd00092,cpd00058,cpd00030,cpd00027,cpd04450,cpd00001,cpd00033,cpd00156,cpd00138,cpd00254,cpd00029,cpd00067,cpd00051,cpd15378,cpd00039,cpd00116,cpd00012,cpd00244,cpd01034,cpd00023,cpd00034,cpd10516,cpd00971,cpd00020,cpd10515,cpd04383,cpd00066,cpd00128,cpd00226,cpd00084,cpd00438,cpd00129,cpd00106,cpd00644,cpd00013,cpd00220,cpd01024,cpd01007,cpd00528,cpd00099,cpd00053,cpd00009,cpd00118,cpd00322,cpd00047,cpd00107,cpd00131,cpd00229,cpd00060,cpd00054,cpd00082,cpd00119,cpd00218,cpd00048,cpd00065
79,119,1.860893211,2.939018707,0.473884536,2499.932536,13.88812278,2499.932536,2499.932575,0.12393291,0.002676908,0.223601392,8.86e-05,1.447445688,0.366796274,2548.02333,0.0,2499.935116,2499.935043,77.27477072,14.40390872,3441.143609,0.514570299,0.940616043,2.47e-10,2499.932536,78.77213412,8661.571702,7.898907278,0.002556932,0.453666238,44.32905757,22.25697463,2499.997492,65.83643549,0.102557017,2499.935083,2499.9258,2500,0.018036364,2499.806892,29.20865328,19.99213729,2.09e-06,1.967985745,11.33628986,0.0,1.158005146,3.686801645,0.05176073,500002.9562,1.65e-20,46.44766732,182.7179347,2486.177088,2499.932534,0.158275688,499940.1458,1.124960821,52.79662849,0.000162,12.99791366,2499.997492,0.004783646,0.552048106,0.497704288,6.93e-11,8.909991414,2.02e-08,2460.881209,11.69254085
80,120,1.86744026,2.945197057,0.475829063,2499.930356,14.10077156,2499.930356,2499.930395,0.124663708,0.002503883,0.224686874,8.86e-05,1.453713514,0.369736305,2549.727641,0.0,2499.932993,2499.932919,73.46964267,14.40155716,3472.725388,0.515129188,0.934679545,2e-10,2499.930356,81.05446849,8619.96384,8.067490354,0.002586082,0.462748761,44.32908666,23.31255997,2499.997436,65.8316707,0.104025028,2499.932959,2499.923146,2500,0.018864185,2499.800883,29.20388849,20.43208627,2.06e-06,1.890696014,11.58453614,0.0,1.173413879,3.714081088,0.053480987,500001.5079,1.65e-20,47.47355197,182.7131699,2485.837826,2499.930355,0.159637988,499937.5105,1.123763305,54.90736959,0.000161,13.1505542,2499.997436,0.004867331,0.578565273,0.497800958,4.65e-11,9.139094041,1.9e-08,2459.346072,11.95658291
81,121,1.873711705,2.951195354,0.478020975,2499.928109,14.32286135,2499.928109,2499.928148,0.125429031,0.002381228,0.225848796,8.86e-05,1.462066609,0.372818868,2551.494629,0.0,2499.930804,2499.93073,69.55515575,14.39931793,3505.240426,0.51601923,0.930480544,1.63e-10,2499.928109,83.3519755,8576.979959,8.241252891,0.002615354,0.472492473,44.32911593,24.40700941,2499.997378,65.82710689,0.105559128,2499.93077,2499.920408,2500,0.019698043,2499.794692,29.19932468,20.88420545,2.03e-06,1.809756419,11.84084248,0.0,1.189484602,3.741574868,0.055233903,500000.0058,1.64e-20,48.5148636,182.7086061,2485.493707,2499.928108,0.161070075,499934.7804,1.122522681,57.09585608,0.000161,13.30532308,2499.997378,0.004951769,0.606546831,0.498303325,3.11e-11,9.376616475,1.79e-08,2457.753484,12.22933779
82,122,1.879713885,2.957016269,0.480459706,2499.925794,14.55484332,2499.925794,2499.925833,0.126228197,0.002290329,0.227084974,8.86e-05,1.472415552,0.376059191,2553.326301,0.0,2499.928548,2499.928472,65.52767578,14.39718611,3538.719623,0.517223742,0.927894632,1.32e-10,2499.925794,85.66502619,8532.573147,8.420383696,0.002644817,0.482886749,44.32914539,25.54163061,2499.99732,65.82273718,0.107173566,2499.928512,2499.917584,2500,0.020537765,2499.788312,29.19495497,21.34912675,2e-06,1.725020553,12.10551687,0.0,1.20624872,3.76928439,0.057020011,499998.4483,1.64e-20,49.57187925,182.7042364,2485.144628,2499.925792,0.162543998,499931.9523,1.121237263,59.36471337,0.000181,13.4624934,2499.99732,0.005036982,0.636082308,0.499185154,2.07e-11,9.622862766,1.69e-08,2456.101607,12.51113988
83,123,1.885456313,2.962658765,0.483130077,2499.923407,14.79717767,2499.923406,2499.923446,0.12706057,0.002242763,0.228393518,8.86e-05,1.484682504,0.37940858,2555.224744,0.0,2499.926221,2499.926143,61.38356716,14.39516209,3573.194766,0.518728428,0.926807499,1.07e-10,2499.923406,87.99398983,8486.694443,8.605089132,0.002673488,0.493928779,44.32917506,26.71779155,2499.997262,65.81855449,0.10877772,2499.926184,2499.91467,2500,0.021383763,2499.781734,29.19077228,21.82749659,1.97e-06,1.636340007,12.37888348,0.0,1.223736755,3.797219318,0.058840113,499996.8342,1.64e-20,50.64488648,182.7000537,2484.790479,2499.923405,0.164114726,499929.0227,1.119905299,61.71668828,0.000165,13.62233603,2499.997262,0.005122992,0.667266115,0.500369797,1.37e-11,9.878151672,1.59e-08,2454.388534,12.80233849
84,124,1.8909483,2.968123853,0.486039195,2499.920946,15.0503354,2499.920944,2499.920985,0.127925521,0.002200867,0.229772719,8.86e-05,1.498792539,0.382905877,2557.192159,0.0,2499.92382,2499.923741,57.11882676,14.39323523,3608.699468,0.520520951,0.927116393,8.69e-11,2499.920944,90.33917453,8439.293009,8.795569994,0.002702431,0.505623759,44.32920494,27.93691657,2499.997202,65.81455289,0.110479071,2499.923783,2499.911662,2500,0.022233377,2499.774953,29.18677068,22.31997765,1.94e-06,1.543553649,12.66127488,0.0,1.241979719,3.825375652,0.060694022,499995.1618,1.64e-20,51.73417951,182.6960521,2484.431146,2499.920942,0.165731642,499925.9882,1.118524977,64.15464272,0.000161,13.78512102,2499.997202,0.005209824,0.700198177,0.501882765,9.08e-12,10.14281579,1.51e-08,2452.612251,13.10329747
85,125,1.896198164,2.973414837,0.489167927,2499.918407,15.31480211,2499.918404,2499.918446,0.128822485,0.002171084,0.23122107,8.86e-05,1.514685069,0.386565553,2559.230809,0.0,2499.921343,2499.921262,52.72952329,14.39140588,3645.2681,0.522590706,0.928726847,7.05e-11,2499.918404,92.70093914,8390.315661,8.992045049,0.002731693,0.517980627,44.32923416,29.20049077,2499.997141,65.81072576,0.112134325,2499.921305,2499.908555,2500,0.02308834,2499.767963,29.18294355,22.82724962,1.91e-06,1.446500828,12.95304207,0.0,1.261007333,3.853758229,0.062582338,499993.4296,1.64e-20,52.84006445,182.6922249,2484.066508,2499.918403,0.167370634,499922.8451,1.117094407,66.68157563,0.00018,13.95111539,2499.997141,0.005297499,0.734984356,0.503707707,5.98e-12,10.41720157,1.43e-08,2450.770684,13.41439541
86,126,1.901216959,2.978531669,0.492511802,2499.915791,15.59108126,2499.915787,2499.91583,0.12975092,0.002145881,0.232737207,8.86e-05,1.532405439,0.390391566,2561.34403,0.0,2499.918789,2499.918706,48.21628899,14.38967281,3682.924093,0.527342104,0.931859432,5.72e-11,2499.915787,95.07233732,8339.702259,9.194947228,0.002761239,0.531257501,44.32926368,30.51006291,2499.99708,65.80706696,0.115646881,2499.91875,2499.90535,2500,0.02394491,2499.760761,29.17928475,23.35013769,1.88e-06,1.345262546,13.25462115,0.0,1.281006005,3.882364701,0.064505768,499991.6384,1.64e-20,53.96285772,182.6885661,2483.696437,2499.915786,0.167303651,499919.5901,1.115614268,69.30080911,0.000164,14.12090649,2499.99708,0.00538604,0.771846173,0.5058337,3.93e-12,10.70173785,1.36e-08,2448.8607,13.73606669
87,127,1.906012711,2.98347816,0.496068423,2499.913097,15.87968907,2499.913093,2499.913136,0.130706802,0.002113814,0.234316481,8.86e-05,1.551980373,0.394295933,2563.535449,0.0,2499.916159,2499.916074,43.58071119,14.38802793,3721.693965,0.536235658,0.936738227,4.64e-11,2499.913093,97.44656976,8287.386606,9.4047325,0.002791078,0.545694545,44.32929425,31.86724564,2499.997017,65.80357113,0.118003623,2499.916119,2499.902042,2500,0.02485942,2499.753355,29.17578892,23.88950647,1.86e-06,1.23999676,13.56644842,0.0,1.302137541,3.911202928,0.066464387,499989.7858,1.64e-20,55.10293997,182.6850703,2483.320763,2499.913091,0.16844566,499916.2201,1.114085854,72.0159135,0.00016,14.29516797,2499.997017,0.005475473,0.810976592,0.50828799,2.57e-12,10.9968496,1.3e-08,2446.878906,14.06873565
88,128,1.910593454,2.988254949,0.4998369,2499.910324,16.18114318,2499.910318,2499.910363,0.131684965,0.002099523,0.235952665,8.86e-05,1.573273939,0.398356197,2565.807893,0.0,2499.913449,2499.913364,38.81945873,14.38646832,3761.613644,0.547832953,0.943200249,3.77e-11,2499.910318,99.82316759,8233.305041,9.621617246,0.002821219,0.561200881,44.32932507,33.27370174,2499.996953,65.80023234,0.119973587,2499.913409,2499.898625,2500,0.025782014,2499.745738,29.17245013,24.44608033,1.83e-06,1.130577004,13.88885596,0.0,1.324337357,3.940269922,0.068458934,499987.8722,1.64e-20,56.26064852,182.6817315,2482.939339,2499.910317,0.170016098,499912.7312,1.1125078,74.83025699,0.000179,14.47423777,2499.996953,0.005565826,0.852399612,0.511002809,1.68e-12,11.3028638,1.24e-08,2444.822733,14.41275852
89,129,1.91496422,2.992865111,0.503815259,2499.907467,16.49595753,2499.907462,2499.907507,0.132683869,0.002019818,0.237642774,8.86e-05,1.596163574,0.402563885,2568.164374,0.0,2499.910658,2499.910571,33.92889936,14.38500105,3802.721484,0.561225976,0.951139675,3.06e-11,2499.907462,102.2018015,8177.3909,9.845773212,0.002851672,0.577716899,44.32935618,34.73119917,2499.996889,65.79704527,0.121826498,2499.910618,2499.895095,2500,0.026696834,2499.737906,29.16926306,25.02059909,3.2e-06,1.016888599,14.22218946,0.0,1.347578809,3.969410647,0.070490282,499985.8971,1.64e-20,57.43635205,182.6785444,2482.551983,2499.90746,0.171756207,499909.1191,1.110878743,77.74740461,0.000183,14.6584271,2499.996889,0.005657128,0.896166611,0.514283833,1.09e-12,11.62012235,1.18e-08,2442.689415,14.7685059
90,130,1.919134035,2.997307748,0.508001324,2499.904526,16.82464938,2499.90452,2499.904566,0.133703002,0.001986545,0.239385275,8.86e-05,1.620540108,0.40691858,2570.607989,0.0,2499.907783,2499.907695,28.90527095,14.38361274,3845.057377,0.575850696,0.960529735,2.48e-11,2499.90452,104.5821325,8119.574612,10.07750252,0.002882447,0.595203243,44.32938756,36.24160041,2499.996823,65.79400492,0.123655668,2499.907742,2499.891447,2500,0.027599647,2499.729853,29.16622271,25.61381552,6.56e-06,0.898815851,14.56680805,0.0,1.371892881,3.99838468,0.072558866,499983.8591,1.64e-20,58.63043638,182.6755041,2482.158511,2499.904518,0.173533128,499905.3794,1.10919731,80.77111314,0.000184,14.84798773,2499.996823,0.005749407,0.942349998,0.517675078,7.09e-13,11.94898089,1.13e-08,2440.476087,15.13636192
91,131,1.923112422,3.001583987,0.512392753,2499.901497,17.16772158,2499.90149,2499.901537,0.134741941,0.001956735,0.241179051,8.86e-05,1.646305489,0.41141576,2573.142242,0.0,2499.904822,2499.904732,23.7443314,14.38229523,3888.663701,0.591361788,0.971245992,2.01e-11,2499.90149,106.9640098,8059.784079,10.31703449,0.00291355,0.61363778,44.32941924,37.80686041,2499.996757,65.79110643,0.125492858,2499.90478,2499.887676,2500,0.028490109,2499.721572,29.16332422,26.22649478,1.48e-05,0.776241539,14.92308319,0.0,1.397222849,4.027155096,0.074665237,499981.7566,1.64e-20,59.84330244,182.6726056,2481.758728,2499.901489,0.175344437,499901.5077,1.107462118,83.90529309,0.000164,15.043288,2499.996757,0.00584269,0.991037836,0.521333368,4.58e-13,12.28980766,1.08e-08,2438.179481,15.51672348
92,132,1.926906345,3.005692992,0.516987538,2499.898378,17.52573121,2499.898371,2499.898418,0.135800384,0.001938099,0.243023306,8.86e-05,1.673372318,0.416053853,2575.770808,0.0,2499.901771,2499.90168,18.44165496,14.38104035,3933.584841,0.607551343,0.983178903,1.63e-11,2499.898371,109.3470439,7997.944092,10.56463604,0.002944994,0.633009268,44.32945122,39.42902085,2499.996689,65.78834418,0.127348888,2499.901729,2499.883778,2500,0.029369001,2499.713059,29.16056197,26.8594134,2.51e-05,0.649046745,15.29139829,0.0,1.423518525,4.055708711,0.076809765,499979.5877,1.64e-20,61.07536189,182.6698434,2481.352433,2499.898369,0.177230431,499897.499,1.105671763,87.15403509,0.000149,15.24469265,2499.996689,0.005937006,1.042330367,0.525219265,2.95e-13,12.64298307,1.04e-08,2435.79615,15.9099999
93,133,1.93052357,3.009492433,0.521916036,2499.895412,17.82071391,2499.895404,2499.895451,0.137891041,0.002528019,0.24491746,8.86e-05,1.707157837,0.420833017,2578.540409,0.0,2499.898875,2499.898783,13.7455069,14.37984511,3977.179404,0.650536909,1.012376643,1.01e-11,2499.895404,111.2941753,7935.071323,10.83716413,0.002974686,0.672456976,44.32948091,41.11977734,2499.99662,65.78571175,0.134396306,2499.898831,2499.880076,2500,0.030237774,2499.704964,29.15792954,27.52649154,3.64e-05,0.531102663,15.67809729,0.0,1.460880097,4.078772973,0.078846046,499977.9376,1.64e-20,62.3270383,182.6672109,2480.939417,2499.895403,0.17910251,499893.3899,1.10395996,90.23230393,0.000175,15.48771665,2499.99662,0.006026073,1.105132756,0.529133422,1.9e-13,13.01504524,9.94e-09,2433.280869,16.32040069
94,134,1.933971754,3.012859516,0.527239783,2499.892896,17.96103175,2499.892888,2499.892935,0.143996865,0.002998525,0.246514814,8.86e-05,1.751992222,0.425533199,2581.496679,0.0,2499.896429,2499.896336,10.53227443,14.37870664,4016.23217,0.738641808,1.070663893,6.21e-12,2499.892888,112.3327043,7872.609747,11.15270868,0.003000337,0.749267178,44.32950656,42.88295364,2499.99655,65.78320305,0.148257151,2499.896385,2499.876987,2500,0.031214565,2499.698056,29.15542084,28.24176507,4.76e-05,0.439077635,16.08821653,0.0,1.515229478,4.102634583,0.080608741,499977.5153,1.64e-20,63.59832939,182.6647022,2480.519894,2499.892886,0.180663962,499889.2461,1.102487459,92.80227479,0.000161,15.81908104,2499.99655,0.006103024,1.185943802,0.533197882,1.22e-13,13.41104273,9.55e-09,2430.591388,16.75029135
95,135,1.937258599,3.015949989,0.532730865,2499.890717,17.99438352,2499.890709,2499.890757,0.14793521,0.002396364,0.247300917,8.86e-05,1.801392602,0.430205579,2584.626311,0.0,2499.894322,2499.894228,8.33910253,14.37762243,4052.144484,0.99141712,1.144056921,5.03e-12,2499.890709,112.7607879,7810.480398,11.49883931,0.003023412,0.842388574,44.32952963,44.68991293,2499.996479,65.78081226,0.15813268,2499.894278,2499.874354,2500,0.03241249,2499.692045,29.15303005,28.99291027,5.9e-05,0.367387845,16.51372819,0.0,1.577475322,4.127130177,0.082176618,499977.8607,1.64e-20,64.88897143,182.6623114,2480.09459,2499.890707,0.182982624,499885.0983,1.10120112,95.02876757,0.000198,16.22018677,2499.996479,0.006172249,1.272160871,0.537771609,7.75e-14,13.82250351,9.18e-09,2427.743515,17.19243805
96,136,1.940391226,3.018842408,0.538338809,2499.888775,17.95495687,2499.888766,2499.888814,0.168308741,0.002666525,0.247294223,8.86e-05,1.850431063,0.435391607,2587.977351,0.0,2499.892453,2499.892357,6.66019932,14.37658981,4086.303729,1.440672318,1.220815513,4.06e-12,2499.888766,112.772647,7748.782799,11.86464261,0.003044747,0.935942,44.32955097,46.52191431,2499.996407,65.77853383,0.16553597,2499.892407,2499.872047,2500,0.033578997,2499.686654,29.15075162,29.76885276,6.99e-05,0.310192023,16.9479881,1.63e-13,1.640747408,4.152222387,0.083625464,499978.3394,1.64e-20,66.19827018,182.660033,2479.663968,2499.888765,0.183349017,499880.9591,1.1000449,97.02750725,0.000211,16.6734837,2499.996407,0.006236254,1.354964957,0.837595506,4.92e-14,14.24260076,8.84e-09,2424.689644,17.64106276
97,137,1.943376572,3.021534542,0.54406898,2499.886991,17.86518136,2499.886982,2499.88703,0.358917631,0.002780099,0.256870267,8.86e-05,1.896144119,0.440869558,2591.386085,0.0,2499.890742,2499.890646,5.386456861,14.37560614,4119.106122,1.592209197,1.29397501,3.26e-12,2499.886982,112.4731316,7687.201234,12.24164277,0.003064785,1.019527434,44.329571,48.36407837,2499.996334,65.77636249,0.170596225,2499.890696,2499.869959,2500,0.034719752,2499.681676,29.14858028,30.56043684,8.04e-05,0.262835894,17.38606036,2.67e-13,1.700627171,4.177770887,0.084984551,499979.1585,1.64e-20,67.52877453,182.6578617,2479.227845,2499.88698,0.182747104,499876.8385,1.098973366,98.87174437,0.000187,17.16279377,2499.996334,0.006296369,1.437905041,1.33115311,3.11e-14,14.66639751,8.51e-09,2421.583714,18.09197775
98,138,1.946222344,3.02402825,0.549912839,2499.885305,17.74238558,2499.885295,2499.885344,0.502743665,0.002787363,0.369012102,8.86e-05,1.93713643,0.449895697,2594.821468,0.0,2499.889132,2499.889035,4.341294956,14.37466971,4151.311463,1.717834485,1.360049423,2.6e-12,2499.885295,112.1417246,7625.592094,12.62415397,0.003084006,1.087765563,44.32959023,50.20779741,2499.996259,65.7742932,0.173846174,2499.889085,2499.868017,2500,0.037032053,2499.676948,29.14651099,31.36099339,9.05e-05,0.221722966,17.82468027,2.58e-13,1.754821412,4.203414282,0.086288479,499980.2558,1.64e-20,68.90293808,182.6557924,2478.780234,2499.885294,0.181329997,499872.7393,1.097952827,100.6112097,0.000208,17.67524095,2499.996259,0.006354033,1.570090209,1.70601086,1.96e-14,15.09055498,8.2e-09,2418.403167,18.54242821
99,139,1.948934892,3.026347178,0.555913438,2499.883691,17.59530923,2499.883681,2499.88373,0.629674968,0.002719497,0.517299674,8.86e-05,1.973327867,0.456153491,2598.255934,0.0,2499.887596,2499.887498,3.483762867,14.37377802,4183.023472,1.821784333,1.418031606,2.07e-12,2499.883681,111.7839584,7563.991436,13.00941343,0.00310266,1.139743424,44.32960888,52.04875938,2499.996182,65.77232117,0.175789596,2499.887549,2499.866189,2500,0.038570032,2499.672399,29.14453896,32.16644942,0.0001,0.187152464,18.26209199,2.48e-13,1.803033041,4.230699716,0.087575018,499981.5788,1.64e-20,70.31533132,182.6538203,2478.322717,2499.88368,0.179553378,499868.6637,1.096968847,102.2655895,0.000152,18.2041669,2499.996182,0.006409994,1.738680372,1.990520709,1.23e-14,15.51324875,7.9e-09,2415.186151,18.99085869
100,140,1.951519911,3.028513157,0.562226949,2499.882133,17.4300271,2499.882123,2499.882173,0.747701589,0.002608694,0.610110764,8.86e-05,2.0050169,0.511812492,2601.674061,0.0,2499.886118,2499.88602,2.781039916,14.37292896,4214.383262,1.907715242,1.466281947,1.63e-12,2499.882123,111.4041111,7502.469987,13.39554208,0.003119389,1.175869258,44.32962561,53.88122971,2499.996102,65.77044182,0.176750695,2499.88607,2499.86446,2500,0.03888352,2499.667977,29.14265961,32.97361877,0.000109,0.160997506,18.69705499,2.39e-13,1.846278043,4.260290753,0.088707687,499983.025,1.64e-20,71.76426226,182.651941,2477.855901,2499.882122,0.177539114,499864.6193,1.096011394,103.8491083,0.000135,18.74633679,2499.996102,0.00646018,1.93370058,2.206652659,7.64e-15,15.93319554,7.62e-09,2411.956509,19.4361511
101,141,1.953984203,3.030546298,0.56889569,2499.880622,17.24996083,2499.880611,2499.880661,0.844527401,0.002474766,0.661014386,8.86e-05,2.032623805,0.596715263,2605.071272,0.0,2499.884689,2499.884589,2.205972178,14.37212046,4245.438479,1.978738544,1.504634201,1.28e-12,2499.880611,111.0043389,7441.11458,13.78114396,0.00313333,1.197200449,44.32963955,55.70221047,2499.996021,65.7686508,0.176971467,2499.88464,2499.862816,2500,0.038163468,2499.663655,29.1408686,33.77993483,0.000118,0.144653755,19.12864634,2.31e-13,1.885440715,4.292195197,0.089610917,499984.5754,1.64e-20,73.24897175,182.65015,2477.380048,2499.88061,0.17532092,499860.6096,1.095074892,105.3720323,0.000142,19.2987258,2499.996021,0.006502008,2.148992944,2.369955135,4.73e-15,16.34947494,7.34e-09,2408.723963,19.87747471
102,142,1.956330986,3.032468099,0.575827138,2499.879147,17.05766691,2499.879137,2499.879186,0.914331292,0.002303476,0.685018152,8.86e-05,2.056555326,0.697994336,2608.444232,0.0,2499.883298,2499.883197,1.734833442,14.37135058,4276.200417,2.037457354,1.534732809,9.99e-13,2499.879137,110.5878778,7380.017681,14.16506935,0.003144963,1.20509251,44.32965118,57.50916102,2499.995938,65.76694397,0.176548123,2499.883248,2499.861245,2500,0.03655857,2499.65941,29.13916176,34.58326223,0.000125,0.135109701,19.55613569,2.23e-13,1.92063418,4.326190488,0.090323968,499986.218,1.64e-20,74.76693807,182.6484431,2476.895931,2499.879135,0.172946458,499856.6376,1.094155435,106.841787,0.000144,19.85700415,2499.995938,0.006536907,2.377497384,2.494191308,2.91e-15,16.76137107,7.09e-09,2405.498108,20.31417931
103,143,1.958566912,3.034286441,0.582973235,2499.877703,16.85507575,2499.877693,2499.877742,0.956115151,0.002126561,0.691857098,8.86e-05,2.077246238,0.806345966,2611.78999,0.0,2499.881939,2499.881837,1.348397672,14.3706175,4306.672586,2.086052697,1.558047896,7.73e-13,2499.877693,110.1572383,7319.263909,14.5464422,0.003154687,1.201170815,44.32966091,59.3000312,2499.995854,65.76531735,0.175582065,2499.881889,2499.859737,2500,0.03412972,2499.655227,29.13753514,35.38185339,0.000131,0.130332688,19.97896859,2.15e-13,1.952033085,4.36214204,0.09087967,499987.9397,1.64e-20,76.31473605,182.6468165,2476.404654,2499.877691,0.170469699,499852.7058,1.093250197,108.2640784,0.000145,20.41769834,2499.995854,0.00656608,2.613659856,2.589824175,1.78e-15,17.16835103,6.84e-09,2402.286863,20.74577435
104,144,1.960697161,3.036015097,0.590308192,2499.876285,16.64373364,2499.876275,2499.876324,0.971306081,0.001940568,0.687836035,8.86e-05,2.095130163,0.91531751,2615.105977,0.0,2499.880608,2499.880505,1.031075981,14.36991947,4336.853396,2.126304486,1.575838364,5.94e-13,2499.876275,109.7143759,7258.930284,14.92459536,0.003162827,1.187179273,44.32966905,61.0731629,2499.995768,65.76376718,0.174175472,2499.880556,2499.858282,2500,0.030928424,2499.651096,29.13598497,36.17428442,0.000136,0.128926045,20.39672758,2.08e-13,1.979967995,4.399927693,0.091305655,499989.7271,1.64e-20,77.88860393,182.6452664,2475.907474,2499.876273,0.167932773,499848.8164,1.092357132,109.6432915,0.000147,20.97805911,2499.995768,0.006590501,2.853120624,2.664717455,1.08e-15,17.5700336,6.61e-09,2399.096732,21.17189279
105,145,1.96272675,3.037682668,0.59781708,2499.87489,16.42467828,2499.874879,2499.874929,0.962407203,0.001745875,0.677031029,8.86e-05,2.110617855,1.020375509,2618.389692,0.0,2499.8793,2499.879196,0.770501941,14.36925486,4366.736728,2.159549361,1.589176654,4.53e-13,2499.874879,109.2607848,7199.086643,15.29902151,0.003169607,1.164867964,44.32967583,62.8272144,2499.995681,65.76228987,0.172416271,2499.879248,2499.856875,2500,0.027025634,2499.647009,29.13450766,36.95940183,0.00014,0.129914815,20.8091053,2.01e-13,2.004810114,4.43941035,0.091625083,499991.5683,1.64e-20,79.48474889,182.6437891,2475.405709,2499.874878,0.1653654,499844.9713,1.091474773,110.982808,0.000168,21.53591087,2499.995681,0.006610841,3.092490079,2.724739987,6.52e-16,17.96621422,6.38e-09,2395.933309,21.59226005
106,146,1.964660596,3.039292937,0.605489685,2499.873515,16.19867819,2499.873504,2499.873554,0.932282457,0.001558752,0.662072171,8.86e-05,2.124081781,1.118412925,2621.639,0.0,2499.878013,2499.877909,0.556584029,14.36862183,4396.314435,2.187090352,1.598904559,3.42e-13,2499.873504,108.7976575,7139.796256,15.66948656,0.003175268,1.135911534,44.32968149,64.56108254,2499.995594,65.760882,0.170375847,2499.87796,2499.85551,2500,0.02251925,2499.64296,29.13309979,37.73626939,0.000144,0.132605103,21.21586749,1.94e-13,2.026718655,4.480660027,0.091857478,499993.452,1.64e-20,81.09949595,182.6423812,2474.90066,2499.873502,0.162787079,499841.1719,1.090602068,112.2852516,0.000164,22.08959814,2499.995594,0.006627822,3.32909488,2.77435839,3.91e-16,18.35666225,6.17e-09,2392.801189,22.00667296
107,147,1.966498141,3.040859732,0.613318863,2499.872158,15.96680234,2499.872147,2499.872197,0.883795286,0.001395332,0.644654475,8.86e-05,2.135857168,1.208563131,2624.853049,0.0,2499.876745,2499.87664,0.38023705,29.00220125,4425.579522,2.209957848,1.606159869,2.56e-13,2499.872147,108.3266664,7081.117462,16.03557607,0.003180005,1.101857343,44.32968622,66.27385576,2499.995506,134.2700678,0.168112155,2499.876691,2499.854185,2500,0.017528844,2499.638946,62.2670256,38.50413453,0.000142,0.136494086,21.61684387,1.88e-13,2.045728067,4.524291509,0.091924118,499995.3673,1.64e-20,82.72935616,329.7886518,2474.39367,2499.872146,0.160213061,499837.4197,1.089738272,113.5526449,0.000144,22.63748718,2499.995506,0.006642004,3.560965327,2.816830091,2.33e-16,18.74123489,5.97e-09,2389.70305,22.41498445
108,148,1.968248275,3.042381082,0.621299167,2499.870818,15.73008876,2499.870807,2499.870857,0.819635573,0.001187044,0.624482466,0.000255,2.146241135,1.290578483,2628.030136,0.0,2499.875495,2499.875388,0.235066895,29.00162697,4454.521248,2.229029123,1.611905911,1.91e-13,2499.870807,107.8486652,7023.102214,16.39696876,0.003183968,1.06409336,44.32969017,67.96478165,2499.995418,134.2687891,0.165692475,2499.87544,2499.852897,2500,0.013030953,2499.634964,62.26574696,39.26239611,0.00014,0.141426278,22.01191143,1.82e-13,2.062479204,4.569348111,0.091963292,499997.3048,1.64e-20,84.37106906,329.7873732,2473.88601,2499.870806,0.15765266,499833.7157,1.088882869,114.7866232,0.000159,23.17807127,2499.995418,0.006653864,3.786453814,2.8545272,1.38e-16,19.11981916,5.78e-09,2386.642151,22.81709087
109,149,1.969916905,3.044180185,0.62942522,2499.869495,15.48933151,2499.869484,2499.869535,0.742039448,0.000695,0.601741898,0.000815,2.155492819,1.332177945,2631.149563,0.0,2499.874261,2499.874153,0.139283457,29.00108002,4483.018341,2.241621631,1.616391828,9.52e-14,2499.869484,107.3639442,6965.797977,16.75352318,0.003186513,1.023826971,44.32969271,69.63322609,2499.995329,134.2675706,0.163098256,2499.874206,2499.85019,2500,0.009603773,2499.632467,62.26452841,40.0105759,0.000138,0.147245824,22.40098636,1.76e-13,2.073992694,4.615534934,0.09198082,499999.3211,1.64e-20,86.02160839,329.7861546,2473.378896,2499.869483,0.155111597,499830.0611,1.088035522,115.9882195,0.000165,23.71081769,2499.995329,0.006663814,4.004389537,2.889209074,4.8e-17,19.49425389,5.59e-09,2383.640314,23.21292096
110,150,1.971509767,3.046693396,0.637685885,2499.868188,15.24543483,2499.868177,2499.868228,0.652875963,0.000382,0.578308003,0.000815,2.163826476,1.33954462,2634.212398,0.0,2499.873043,2499.872934,0.083212002,29.00055912,4511.070833,2.251295103,1.619890698,4.73e-14,2499.868177,106.8724631,6909.279143,17.10513563,0.003188984,0.982127796,44.32969518,71.27864445,2499.995242,134.2664093,0.160352318,2499.872987,2499.847573,2500,0.007015775,2499.629943,62.26336713,40.74829689,0.000138,0.153668396,22.78408329,1.7e-13,2.081728624,4.663140946,0.091975502,500001.3956,1.64e-20,87.67814172,329.7849933,2472.8735,2499.868175,0.150542594,499826.4567,1.087195989,117.1582148,0.000164,24.23542947,2499.995242,0.006672458,4.213052413,2.922849838,1.68e-17,19.86479982,5.42e-09,2380.698085,23.60242546
